"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '-----------------------------------------------------')","[51784, 102134, 197209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  \t2) daisy:daisy-htmlcleaner:jar:1.5-dev')","[58759, 109109, 211159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Return-Path: <dev-return-102530-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org>')",[152434]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1870')","[139084, 179884]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', '7.0')",[6424]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '>            Reporter: Douglas Hurbon')","[14616, 35182, 123109, 164109]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Testy McTester')","[231449, 234287]"
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Return-Path: <somebody@example.com>')","[237007, 238207]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Sat, 18 Sep 2010 00:15:00 +0000')","[50934, 101284, 195509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  \t2) daisy:daisy-repository-client-impl:jar:1.5-dev')","[55959, 106309, 205559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Return-Path: <dev-return-102528-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org>')",[117284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '> Cocoon Cron Block Configurable Clustering')",[163184]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-865')","[28507, 48959, 79609, 99309, 150759, 191559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 13040 invoked from network); 8 Sep 2010 14:41:09 -0000')",[124934]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2030')","[134734, 175534]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_2.nvm')","[218807, 223739, 242538, 245997, 255399, 269445]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 01 Sep 2010 21:01:33 +0000')","[9491, 61509, 112859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', 'Received: (qmail 32222 invoked by uid 500); 9 Sep 2010 21:11:59 -0000')","[32557, 83659, 158859]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'This is another test message.')","[232779, 235655]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '> jboss-5.1.0.GA vfszip protocol in CharsetFactory')","[14166, 122209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '      mvn install:install-file -DgroupId=daisy -DartifactId=daisy-util -Dversion=1.5-dev -Dpackaging=jar -Dfile=/path/to/file')","[59084, 109434, 211809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2137')","[19741, 40259, 70909, 90609, 133359, 174159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'X-Spam-Check-By: apache.org')","[9616, 12766, 16466, 30382, 33332, 36934, 50834, 61634, 64784, 67634, 81484, 84434, 87284, 101184, 113109, 119409, 126809, 154509, 160409, 167509, 195309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '                 Key: COCOON-2302')","[51884, 102234, 197409]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'as')",[243255]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Regards,')","[232814, 235691]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Find this repository (http://daisycms.org/maven/maven2/dev/), but there is just 2.5 versions of libs.')",[198684]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'Date: Fri, 17 Sep 2010 20:14:38 -0400 (EDT)')",[195984]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'From dev-return-102533-apmail-cocoon-dev-archive=cocoon.apache.org@cocoon.apache.org Sat Sep 18 00:15:21 2010')","[49759, 100109, 193159]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1362 [PATCH] log4j.xconf should have the same default config as logkit.xconf')","[25857, 46309, 76959, 96659, 145459, 186259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  \t2) daisy:daisy-repository-api:jar:1.5-dev')","[53834, 104184, 201309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1810 [PATCH] JMSEventMessageListener does not work')","[139834, 180634]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '>             Fix For: 2.1.12-dev (Current SVN)')",[123184]
"('SequenceFilesFromMailArchivesMapper.java', 'org.apache.mahout.text.SequenceFilesFromMailArchivesMapper', 'parseMailboxLineByLine', '^subject: (.*)$', 'Content-Transfer-Encoding: 7bit')","[236767, 237367, 237967, 238567]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-717  [PATCH] Namespace cleanup in HTMLSerializer')","[28857, 49309, 79959, 99659, 151459, 192259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '  apache.snapshots (http://people.apache.org/repo/m2-snapshot-repository),')","[59959, 110309, 213559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1526')","[142884, 183684]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '[INFO] ------------------------------------------------------------------------')","[52909, 53009, 103259, 103359, 199459, 199659]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 4952 invoked by uid 99); 15 Sep 2010 14:41:56 -0000')","[36684, 87034, 167009]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 34824 invoked from network); 1 Sep 2010 21:03:16 -0000')","[11816, 63834, 117509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1467 ESQL exception handling problem')","[25024, 45509, 76159, 95859, 143859, 184659]"
"('MailArchivesClusteringAnalyzer.java', 'org.apache.mahout.text.MailArchivesClusteringAnalyzer$AlphaNumericMaxLengthFilter', 'incrementToken', '^[a-z][a-z0-9_]+$', 'library')",[243066]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-1295 ParallelContentAggregator, multithreaded aggregating')","[26857, 47309, 77959, 97659, 147459, 188259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'This is just a test message')","[231274, 234107]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1738')","[23349, 43834, 74484, 94184, 140509, 181309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2015')","[135334, 176134]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '> -----------------------------------------')",[163284]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '  by 140.211.11.9 with SMTP; 15 Sep 2010 14:42:01 -0000')","[36032, 86434, 165809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1949')","[136684, 177484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^message-id: <(.*)>$', '    by apache.org (qpsmtpd/0.29) with ESMTP; Wed, 15 Sep 2010 14:41:56 +0000')","[36809, 87159, 167259]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '                 Key: COCOON-2301')","[31382, 82484, 156509]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'Received: (qmail 28199 invoked by uid 99); 9 Sep 2010 21:09:53 -0000')",[154034]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1345 [PATCH] Extract convertors into their own block')","[26032, 46484, 77134, 96834, 145809, 186609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-2288 Allow usage of SLF4J for traces')","[18266, 38784, 69434, 89134, 130409, 171209]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testKmeans(org.apache.mahout.clustering.cdbw.TestCDbwEvaluator)')","[273747, 273768, 273967, 273978, 273988]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '\tby thor.apache.org (8.13.8+Sun/8.13.8) with ESMTP id o8I0EcCI022463')",[195734]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-1898')","[22374, 42859, 73509, 93209, 138559, 179359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Received: (qmail 49267 invoked from network); 24 Jul 2000 19:13:53 -0000')","[230434, 233243]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'List-Id: <dev.cocoon.apache.org>')","[9266, 12416, 16116, 30032, 32982, 36584, 50484, 61284, 64434, 67284, 81134, 84084, 86934, 100834, 112409, 118709, 126109, 153809, 159709, 166809, 194609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1370')","[25682, 46134, 76784, 96484, 145109, 185909]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.nvd')","[567, 2006, 2612, 3058, 3683, 4193, 217102, 220981, 221982, 225978, 227936, 239054, 239613, 240400, 244344, 247201, 247710, 248864, 250412, 250917, 251433, 251946, 252501, 253608, 260790, 263679, 266415, 267726, 270195, 274830, 275489, 276315, 277217]"
"('GlobFilter.java', 'org.apache.hadoop.fs.GlobFilter', 'accept', 'clusters-2', 'clusters-2')",[277778]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', ""COCOON-988  [PATCH] StreamGenerator can't handle multipart request parameters correctly"")","[149784, 190584]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-2212')","[19341, 39859, 70509, 90209, 132559, 173359]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '          Components: - Build System: Maven')",[197784]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1395')","[144484, 185284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1810')","[139934, 180734]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'Content-Type: text/plain;')","[230959, 233783]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '[INFO] Failed to resolve artifact.')",[199734]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1254 [Patch] OWQLTransformer + RDQLTransformer')","[147834, 188634]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-1345')","[145934, 186734]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '  \t2) daisy:daisy-repository-spi:jar:1.5-dev')",[208334]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testFilter(org.apache.mahout.utils.nlp.collocations.llr.BloomTokenFilterTest)')","[215262, 215376, 215387, 215397]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-1394 [PATCH] Implementation of PortletRequest#getQueryString()')","[144634, 185434]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1738')","[140484, 181284]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', 'COCOON-717  [PATCH] Namespace cleanup in HTMLSerializer')","[151434, 192234]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', 'COCOON-719  [PATCH] Support for transactions in SQLTransformer')","[28757, 49209, 79859, 99559, 151259, 192059]"
"('ARFFIterator.java', 'org.apache.mahout.utils.vectors.arff.ARFFIterator', 'computeNext', '([\\w[^{]])*', 'foo')",[6623]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^From \\S+@\\S.*\\d{4}$', '            https://issues.apache.org/jira/browse/COCOON-996')","[28007, 48459, 79109, 98809, 149759, 190559]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^to: (.*)$', '>          Components: Blocks: Cron')",[163934]
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Content-Type: text/plain; charset=utf-8')","[10266, 13466, 17066, 31032, 34032, 37534, 51484, 62284, 65484, 68234, 82134, 85134, 87884, 101834, 114409, 120809, 128009, 155809, 161809, 168709, 196609]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'COCOON-1519 [PATCH] TeeTransformer refactoring')","[24599, 45084, 75734, 95434, 143009, 183809]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', 'Cocoon fails to initialize on Jboss 5.1 due to the new vfszip protocol it uses for class loading.  CharsetFactory expects either jar:/ or file:/')","[11166, 63184, 116209]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '> ------------------------------------------------')","[14216, 122309]"
"('LuceneIndexFileNameFilter.java', 'org.apache.mahout.text.LuceneIndexFileNameFilter', 'accept', '_[a-z0-9]+(_.*)?\\..*', '_1.si')","[219357, 220037, 220717, 224298, 225535, 227284, 229237, 229713, 243783, 256334, 257144, 257757, 258210, 258650, 259051, 259368, 259676, 259989, 260306, 260680, 262116, 262800, 263240, 264582, 265557, 265997, 271400, 271929, 272246, 272554, 272867, 273184, 273492]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', '            https://issues.apache.org/jira/browse/COCOON-1200')","[148684, 189484]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^subject: (.*)$', '            https://issues.apache.org/jira/browse/COCOON-2032')","[20316, 40834, 71484, 91184, 134509, 175309]"
"('MailProcessor.java', 'org.apache.mahout.utils.email.MailProcessor', 'parseMboxLineByLine', '^from: (\\S.*)$', 'COCOON-1648 Add support for ISO8601 in I18nTransformer and Forms')","[141184, 181984]"
