"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[21: multipartResolve(Bethel DE US)]')",[1124]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'frequencies.')","[13667, 13883, 232408, 232624]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'notably')","[94454, 95400, 313195, 314141]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'both')","[12857, 13226, 231598, 231967]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[33: multipartResolve([London, , UK] 2,643,743)]')",[3211]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'field')","[53707, 54420, 155157, 155958, 272448, 273161, 373898, 374699]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Scahill,')","[202546, 202819, 421287, 421560]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[30: multipartResolve([London, ON, CAN] 6,058,560)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[3102, 7066]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testHeuristicsEngland(com.bericotech.clavin.resolver.ClavinLocationResolverHeuristicsTest)')","[4044, 7626]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'was')","[21484, 22181, 28348, 28918, 37635, 38266, 39102, 39667, 40054, 40451, 42136, 42814, 43370, 44006, 46571, 47429, 59096, 59314, 59437, 60084, 70585, 71026, 82183, 83061, 105897, 106564, 126300, 126928, 130576, 131404, 156311, 156658, 157800, 158213, 210941, 211291, 212160, 212496, 213720, 213917, 219986, 220547, 221063, 221551, 240225, 240922, 247089, 247659, 256376, 257007, 257843, 258408, 258795, 259192, 260877, 261555, 262111, 262747, 265312, 266170, 277837, 278055, 278178, 278825, 289326, 289767, 300924, 301802, 324638, 325305, 345041, 345669, 349317, 350145, 375052, 375399, 376541, 376954, 429682, 430032, 430901, 431237, 432461, 432658, 438727, 439288, 439804, 440292]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testFuzzyMode(com.bericotech.clavin.gazetteer.query.LuceneGazetteerTest)')","[5116, 8508]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'impeachment')","[222305, 223235, 441046, 441976]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'here')","[55178, 55764, 273919, 274505]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'died.')","[118052, 118580, 336793, 337321]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'scale')","[204139, 204511, 422880, 423252]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'locals')","[145744, 146254, 364485, 364995]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'returned')","[87099, 88648, 143973, 144669, 305840, 307389, 362714, 363410]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'supporting')","[105997, 106660, 324738, 325401]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'morale')","[17578, 17942, 236319, 236683]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[4: multipartResolve([Springfield, Oregon, United States] 5,754,005)]')",[1935]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'State')","[214687, 215461, 433428, 434202]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Speakers')","[222505, 223427, 441246, 442168]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'respect')","[85472, 85714, 304213, 304455]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'all,')","[174822, 176369, 226917, 227713, 393563, 395110, 445658, 446454]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'finalize')","[226542, 227353, 445283, 446094]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'before')","[189125, 189993, 407866, 408734]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[8: multipartResolve([Reston, Fairfax] 4,781,530)]')",[2111]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'measures')","[222155, 223091, 440896, 441832]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'carving')","[67334, 67721, 286075, 286462]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'administered')","[144448, 145125, 147947, 148888, 363189, 363866, 366688, 367629]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'mandates')","[226317, 227137, 445058, 445878]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'stability')","[23917, 24327, 180880, 181314, 242658, 243068, 399621, 400055]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'are')","[12832, 13202, 55003, 55596, 62731, 63562, 66742, 66937, 67384, 67769, 68118, 68555, 73348, 74177, 76303, 77126, 81071, 81393, 84764, 85176, 92254, 93163, 121651, 122137, 127261, 127704, 128443, 129474, 136240, 136915, 146498, 146819, 164966, 165795, 167921, 168744, 178891, 179066, 179784, 179952, 181736, 182676, 184452, 185074, 187349, 188262, 189400, 190257, 191377, 192051, 193614, 194561, 206010, 206135, 206917, 207037, 207748, 208433, 213091, 213597, 231573, 231943, 273744, 274337, 281472, 282303, 285483, 285678, 286125, 286510, 286859, 287296, 292089, 292918, 295044, 295867, 299812, 300134, 303505, 303917, 310995, 311904, 340392, 340878, 346002, 346445, 347184, 348215, 354981, 355656, 365239, 365560, 383707, 384536, 386662, 387485, 397632, 397807, 398525, 398693, 400477, 401417, 403193, 403815, 406090, 407003, 408141, 408998, 410118, 410792, 412355, 413302, 424751, 424876, 425658, 425778, 426489, 427174, 431832, 432338]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'forcing')","[136015, 136699, 354756, 355440]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'National')","[37760, 38386, 81783, 82677, 93904, 94872, 104416, 105179, 106047, 106708, 171317, 171789, 173561, 174205, 182361, 183276, 256501, 257127, 300524, 301418, 312645, 313613, 323157, 323920, 324788, 325449, 390058, 390530, 392302, 392946, 401102, 402017]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'weeks')","[161215, 161890, 379956, 380631]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testSeldomUsedFields(com.bericotech.clavin.gazetteer.BasicGeoNameTest)')","[4719, 8130]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[31: multipartResolve([Zurich, ZH, CH] 2,657,896)]')",[3123]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Somalis,')","[177885, 178356, 396626, 397097]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '[Wednesday’s')","[179541, 180408, 398282, 399149]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'vacating')","[160890, 161578, 379631, 380319]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[0: multipartResolve(Springfield Massachusetts United States)](com.bericotech.clavin.resolver.multipart.MultipartLocationResolverTest)')","[223, 5636]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'divided')","[149145, 149642, 367886, 368383]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'wolf”')","[185752, 186471, 404493, 405212]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'told')","[58996, 59218, 135765, 136459, 140544, 141735, 277737, 277959, 354506, 355200, 359285, 360476]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Turks')","[66373, 66521, 285114, 285262]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'successes')","[109743, 110014, 328484, 328755]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testHashCode(com.bericotech.clavin.extractor.LocationOccurrenceTest)')","[4536, 8004]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'months,')","[205935, 206845, 424676, 425586]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'people.')","[25225, 26041, 111196, 112060, 243966, 244782, 329937, 330801]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'pretty')","[204389, 204751, 423130, 423492]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Abdulkadir')","[83659, 84151, 302400, 302892]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'dropped')","[64734, 64927, 283475, 283668]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'disrupt')","[96252, 96980, 314993, 315721]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Jerry')","[101752, 102594, 320493, 321335]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Kenya')","[52336, 53013, 109843, 110110, 156411, 156754, 159527, 160142, 162038, 162486, 271077, 271754, 328584, 328851, 375152, 375495, 378268, 378883, 380779, 381227]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Born')","[91039, 91576, 309780, 310317]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Nations')","[64609, 64807, 283350, 283548]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'controversial')","[193714, 194657, 412455, 413398]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'anyone')","[184527, 185146, 225515, 226094, 403268, 403887, 444256, 444835]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'nearby')","[78220, 79056, 169838, 170674, 296961, 297797, 388579, 389415]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Jeremy')","[202521, 202795, 421262, 421536]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'camp.')","[10682, 11090, 229423, 229831]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'tea,”')","[76503, 77318, 168121, 168936, 295244, 296059, 386862, 387677]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'blast.')","[34867, 35347, 253608, 254088]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'governance')","[110946, 111820, 176122, 177617, 329687, 330561, 394863, 396358]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'number')","[36156, 36680, 139612, 140055, 254897, 255421, 358353, 358796]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'out')","[10457, 10874, 35697, 36083, 72973, 73817, 82283, 83157, 124430, 125470, 126025, 126664, 164591, 165435, 183573, 184089, 186202, 186903, 212816, 213333, 221905, 222851, 229198, 229615, 254438, 254824, 291714, 292558, 301024, 301898, 343171, 344211, 344766, 345405, 383332, 384176, 402314, 402830, 404943, 405644, 431557, 432074, 440646, 441592]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'battlefield')","[187849, 188742, 406590, 407483]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.bericotech.clavin.GeoParserTest')","[4435, 456917]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'ten')","[90764, 91312, 147172, 148144, 309505, 310053, 365913, 366885]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testHeuristicsIllinois(com.bericotech.clavin.resolver.ClavinLocationResolverHeuristicsTest)')","[4212, 7794]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'spilled')","[195726, 196113, 414467, 414854]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'information')","[12123, 12515, 18513, 19044, 230864, 231256, 237254, 237785]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'slow')","[62831, 63658, 281572, 282399]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'release.')","[56854, 57670, 275595, 276411]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'training')","[187624, 187949, 188526, 188838, 406365, 406690, 407267, 407579]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'wounded')","[81983, 82869, 131993, 133057, 147372, 148336, 300724, 301610, 350734, 351798, 366113, 367077]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'media')","[38977, 39327, 39547, 39883, 140594, 141783, 196585, 197194, 257718, 258068, 258288, 258624, 359335, 360524, 415326, 415935]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'repossessed')","[37510, 38146, 40079, 40475, 256251, 256887, 258820, 259216]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Al-Shabaab')","[68068, 68507, 286809, 287248]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Abdiasis')","[140369, 141567, 359110, 360308]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'prevent')","[143631, 143825, 173761, 174397, 362372, 362566, 392502, 393138]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Terrorism,')","[190977, 191667, 409718, 410408]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Participants')","[101577, 102426, 112247, 112942, 320318, 321167, 330988, 331683]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'bomb')","[31155, 31726, 32283, 32855, 33939, 34161, 58096, 58705, 79773, 80416, 124530, 125566, 139787, 140223, 249896, 250467, 251024, 251596, 252680, 252902, 276837, 277446, 298514, 299157, 343271, 344307, 358528, 358964]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'adding')","[140919, 142095, 359660, 360836]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Rondes')","[20643, 21177, 239384, 239918]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'named')","[18188, 18732, 236929, 237473]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[32: multipartResolve([, ENG, UK] 6,269,131)]')",[3167]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'blasts')","[76778, 77582, 168396, 169200, 295519, 296323, 387137, 387941]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.bericotech.clavin.resolver.ClavinLocationResolverHeuristicsTest')","[4002, 456939]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', '“Hilarious.')","[202771, 203035, 421512, 421776]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[41: multipartResolve([Clipperton Island] 4,020,092)]')",[3563]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'addition,')","[226242, 227065, 444983, 445806]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'stability.')","[115010, 115418, 333751, 334159]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'linked')","[71654, 72415, 124230, 125278, 163272, 164033, 290395, 291156, 342971, 344019, 382013, 382774]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Policing')","[45682, 45976, 264423, 264717]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Other')","[159302, 159926, 204824, 205148, 378043, 378667, 423565, 423889]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'solar-powered')","[12882, 13250, 231623, 231991]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'privately')","[201683, 202266, 420424, 421007]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.bericotech.clavin.gazetteer.BasicGeoNameTest')","[4677, 456829]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '[43: multipartResolve([, , ] null)]')",[3651]
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'ideology”')","[43420, 44054, 262161, 262795]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'cowards,')","[76328, 77150, 167946, 168768, 295069, 295891, 386687, 387509]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'heinous')","[83834, 84319, 302575, 303060]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'Force')","[96127, 96860, 314868, 315601]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'using')","[92304, 93211, 311045, 311952]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'testResolveMultipartLocation[13: multipartResolve([Haverhill, Massachusetts, United States] 4,939,085)](com.bericotech.clavin.resolver.multipart.MultiLevelMultipartLocationResolverTest)')","[2354, 6692]"
"('TokenizerME.java', 'opennlp.tools.tokenize.TokenizerME', 'tokenizePos', '^[A-Za-z0-9]+$', 'accompanied')","[21509, 22205, 240250, 240946]"
