"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_7_Lucene50_0.doc')",[950225]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'S')","[33376, 35296, 36736, 40576, 42976, 43456, 53536, 92896, 98176, 99616, 116416, 155607, 157527, 158967, 162807, 165207, 165687, 175767, 215127, 220407, 221847, 238647, 291579, 293499, 294939, 298779, 301179, 301659, 311739, 351099, 356379, 357819, 374619, 428085, 430005, 431445, 435285, 437685, 438165, 448245, 487605, 492885, 494325, 511125, 578081, 580001, 581441, 585281, 587681, 588161, 598241, 637601, 642881, 644321, 661121]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', '6')","[25312, 147543, 283515, 420021, 570017]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/document.xml')","[401991, 405460, 538196, 541665, 688192, 691661]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', '}')","[29440, 56800, 58720, 67840, 91360, 100960, 107680, 151671, 179031, 180951, 190071, 213591, 223191, 229911, 287643, 315003, 316923, 326043, 349563, 359163, 365883, 424149, 451509, 453429, 462549, 486069, 495669, 502389, 574145, 601505, 603425, 612545, 636065, 645665, 652385]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/endnotes.xml')","[400170, 400219, 403027, 403075, 409114, 409162, 412466, 412513, 413473, 413518, 536375, 536424, 539232, 539280, 545319, 545367, 548671, 548718, 549678, 549723, 686371, 686420, 689228, 689276, 695315, 695363, 698667, 698714, 699674, 699719]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5_Lucene50_0.pos')","[882652, 949318, 1007084]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', 'F')","[49984, 172215, 308187, 444693, 594689]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'SID::13')","[779526, 779564, 779707, 779739, 813384, 813422, 813646, 813714, 982532, 982570, 982678, 982710]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', 'M')","[51376, 60496, 173607, 182727, 309579, 318699, 446085, 455205, 596081, 605201]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', '3')","[23632, 24112, 145863, 146343, 281835, 282315, 418341, 418821, 568337, 568817]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825062244')",[761638]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'F')","[50320, 172551, 308523, 445029, 595025]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.fdx')","[14405, 263446, 277694, 550023, 564196, 700019, 714257, 716660, 717405, 717760, 718115, 734809, 735532, 736150, 736406, 737056, 757719, 758207, 759113, 759566, 760472, 782977, 783535, 783988, 784441, 784894, 786155, 787570, 790423, 791833, 792108, 792543, 793148, 793963, 794238, 794673, 811843, 815712, 815936, 816569, 816924, 835936, 836340, 836793, 837246, 837699, 840758, 841113, 841468, 858275, 861068, 861423, 861778, 862133, 877217, 879575, 879850, 880640, 880995, 897428, 897783, 900141, 900496, 901126, 921376, 921731, 922086, 922441, 922858, 942397, 944755, 945110, 945385, 945820, 966169, 966524, 966879, 967234, 967509, 984234, 984589, 984944, 985299, 985654, 1001549, 1001904, 1002294, 1002649, 1003714]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 'Q')","[28432, 150663, 286635, 423141, 573137]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'I')","[44128, 48448, 59488, 60928, 62368, 64288, 66208, 96448, 106048, 117568, 126208, 128128, 131488, 166359, 170679, 181719, 183159, 184599, 186519, 188439, 218679, 228279, 239799, 248439, 250359, 253719, 302331, 306651, 317691, 319131, 320571, 322491, 324411, 354651, 364251, 375771, 384411, 386331, 389691, 438837, 443157, 454197, 455637, 457077, 458997, 460917, 491157, 500757, 512277, 520917, 522837, 526197, 588833, 593153, 604193, 605633, 607073, 608993, 610913, 641153, 650753, 662273, 670913, 672833, 676193]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825356740')",[946031]
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[IVXL]+\\.', 'Q')","[28672, 150903, 286875, 423381, 573377]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'X-Mock-Folder')","[141078, 141114, 413556, 413592, 714602, 714638, 715128, 715164, 715280, 715316, 715498, 715534, 732676, 732712, 733163, 733199, 755506, 755542, 755724, 755760, 755942, 755978, 756160, 756196, 779637, 779673, 780034, 780072, 780108, 780144, 780326, 780362, 786500, 786536, 786652, 786688, 786870, 786906, 787915, 787951, 790768, 790804, 813460, 813496, 813612, 813682, 813896, 813932, 814114, 814150, 833616, 833652, 833834, 833870, 833986, 834022, 838075, 838111, 838293, 838329, 838763, 838799, 858651, 858687, 858869, 858905, 859087, 859123, 859613, 859649, 877513, 877549, 878039, 878075, 878257, 878293, 878475, 878511, 898079, 898115, 898297, 898333, 898515, 898551, 898733, 898769, 918869, 918905, 919087, 919123, 919305, 919341, 919831, 919867, 942693, 942729, 942911, 942947, 943437, 943473, 943589, 943625, 964107, 964143, 964325, 964361, 964543, 964579, 965069, 965105, 982172, 982208, 982324, 982360, 982608, 982644, 983134, 983170, 999046, 999082, 999295, 999331, 999513, 999549, 1000039, 1000075]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3_Lucene50_0.tip')","[740570, 761798, 789871, 818649, 881717, 902900, 904383, 926647, 927357, 947381, 1004760]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\.', ' ')","[54880, 55360, 56320, 66880, 67360, 70720, 71200, 74080, 86560, 87040, 87520, 88960, 89440, 89920, 90400, 90880, 100480, 107200, 116800, 123040, 139360, 177111, 177591, 178551, 189111, 189591, 192951, 193431, 196311, 208791, 209271, 209751, 211191, 211671, 212151, 212631, 213111, 222711, 229431, 239031, 245271, 261591, 313083, 313563, 314523, 325083, 325563, 328923, 329403, 332283, 344763, 345243, 345723, 347163, 347643, 348123, 348603, 349083, 358683, 365403, 375003, 381243, 397563, 449589, 450069, 451029, 461589, 462069, 465429, 465909, 468789, 481269, 481749, 482229, 483669, 484149, 484629, 485109, 485589, 495189, 501909, 511509, 517749, 534069, 599585, 600065, 601025, 611585, 612065, 615425, 615905, 618785, 631265, 631745, 632225, 633665, 634145, 634625, 635105, 635585, 645185, 651905, 661505, 667745, 684065]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5.fnm')","[882492, 949193, 1006924]"
"('PDFParser.java', 'org.apache.pdfbox.pdfparser.PDFParser', 'skipToNextObj', '\\d+\\s+\\d+\\s+obj.*', '��\n4 0 obj\n<<\n/T')","[19943, 142174, 278146, 414652, 564648]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', '3')","[23824, 24304, 146055, 146535, 282027, 282507, 418533, 419013, 568529, 569009]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'N')","[101248, 112768, 113248, 120448, 223479, 234999, 235479, 242679, 359451, 370971, 371451, 378651, 495957, 507477, 507957, 515157, 645953, 657473, 657953, 665153]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\)', 's')","[109072, 231303, 367275, 503781, 653777]"
"('PDFParser.java', 'org.apache.pdfbox.pdfparser.PDFParser', 'skipToNextObj', '\\d+\\s+\\d+\\s+obj.*', '����\n4 0 obj\n<<\n')","[19851, 142082, 278054, 414560, 564556]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0_Lucene50_0.tim')","[14480, 263521, 277769, 549923, 564271, 699919, 714353, 716735, 717480, 717835, 718190, 734884, 735692, 736502, 736598, 737152, 757815, 758303, 759209, 759662, 760568, 783073, 783631, 784084, 784537, 784990, 786251, 787666, 790519, 791908, 792183, 792618, 793248, 794038, 794313, 794748, 811939, 816032, 816261, 816644, 816999, 836011, 836436, 836889, 837342, 837795, 840833, 841188, 841543, 858371, 861143, 861498, 861853, 862208, 877292, 879650, 879925, 880715, 881070, 897503, 897858, 900216, 900571, 901201, 921451, 921806, 922161, 922516, 922933, 942472, 944830, 945185, 945514, 945895, 966244, 966599, 966954, 967309, 967584, 984309, 984664, 985019, 985374, 985729, 1001624, 1001979, 1002369, 1002724, 1003789]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'C')","[27664, 29104, 43984, 44944, 47344, 48304, 49264, 54544, 58384, 61744, 70384, 73744, 74704, 81904, 82864, 83824, 93904, 94384, 96304, 103504, 108784, 115984, 118864, 124624, 134224, 139984, 149895, 151335, 166215, 167175, 169575, 170535, 171495, 176775, 180615, 183975, 192615, 195975, 196935, 204135, 205095, 206055, 216135, 216615, 218535, 225735, 231015, 238215, 241095, 246855, 256455, 262215, 285867, 287307, 302187, 303147, 305547, 306507, 307467, 312747, 316587, 319947, 328587, 331947, 332907, 340107, 341067, 342027, 352107, 352587, 354507, 361707, 366987, 374187, 377067, 382827, 392427, 398187, 422373, 423813, 438693, 439653, 442053, 443013, 443973, 449253, 453093, 456453, 465093, 468453, 469413, 476613, 477573, 478533, 488613, 489093, 491013, 498213, 503493, 510693, 513573, 519333, 528933, 534693, 572369, 573809, 588689, 589649, 592049, 593009, 593969, 599249, 603089, 606449, 615089, 618449, 619409, 626609, 627569, 628529, 638609, 639089, 641009, 648209, 653489, 660689, 663569, 669329, 678929, 684689]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 't')","[27184, 97264, 149415, 219495, 285387, 355467, 421893, 491973, 571889, 641969]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'SID::7')","[755430, 755468, 755576, 755608, 779920, 779996, 780178, 780210, 898003, 898041, 898149, 898181, 919229, 919267, 919375, 919715, 982096, 982134, 982394, 982426]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'R')","[106960, 108400, 229191, 230631, 365163, 366603, 501669, 503109, 651665, 653105]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\d+\\.', '}')","[29296, 56656, 58576, 67696, 91216, 100816, 107536, 151527, 178887, 180807, 189927, 213447, 223047, 229767, 287499, 314859, 316779, 325899, 349419, 359019, 365739, 424005, 451365, 453285, 462405, 485925, 495525, 502245, 574001, 601361, 603281, 612401, 635921, 645521, 652241]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[A-Z]\\)', 'M')","[51616, 60736, 173847, 182967, 309819, 318939, 446325, 455445, 596321, 605441]"
"('ContentType.java', 'org.apache.poi.openxml4j.opc.internal.ContentType', '<init>', '^([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)/([\\x21-\\x7E&&[^\\(\\)<>@,;:\\\\/""\\[\\]\\?={}\\x20\\x09]]+)$', 'application/vnd.openxmlformats-officedocument.wordprocessingml.numbering+xml')","[408411, 408456, 544616, 544661, 694612, 694657]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'T')","[27808, 30688, 39328, 40768, 41248, 45088, 46528, 47488, 52288, 53728, 69568, 74848, 76288, 79648, 83008, 91648, 98368, 102208, 102688, 109888, 114208, 118048, 123328, 126688, 127168, 127648, 128608, 129088, 129568, 132448, 138208, 150039, 152919, 161559, 162999, 163479, 167319, 168759, 169719, 174519, 175959, 191799, 197079, 198519, 201879, 205239, 213879, 220599, 224439, 224919, 232119, 236439, 240279, 245559, 248919, 249399, 249879, 250839, 251319, 251799, 254679, 260439, 286011, 288891, 297531, 298971, 299451, 303291, 304731, 305691, 310491, 311931, 327771, 333051, 334491, 337851, 341211, 349851, 356571, 360411, 360891, 368091, 372411, 376251, 381531, 384891, 385371, 385851, 386811, 387291, 387771, 390651, 396411, 422517, 425397, 434037, 435477, 435957, 439797, 441237, 442197, 446997, 448437, 464277, 469557, 470997, 474357, 477717, 486357, 493077, 496917, 497397, 504597, 508917, 512757, 518037, 521397, 521877, 522357, 523317, 523797, 524277, 527157, 532917, 572513, 575393, 584033, 585473, 585953, 589793, 591233, 592193, 596993, 598433, 614273, 619553, 620993, 624353, 627713, 636353, 643073, 646913, 647393, 654593, 658913, 662753, 668033, 671393, 671873, 672353, 673313, 673793, 674273, 677153, 682913]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[a-z]\\)', 'c')","[38704, 130384, 130864, 131344, 160935, 252615, 253095, 253575, 296907, 388587, 389067, 389547, 433413, 525093, 525573, 526053, 583409, 675089, 675569, 676049]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', '3')","[23488, 23968, 145719, 146199, 281691, 282171, 418197, 418677, 568193, 568673]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_5_Lucene50_0.tip')","[882396, 949118, 1006828]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '([\\s\\S]*)\\((.*)\\)', 'testPopTwoRiversScenario(de.saly.elasticsearch.imap.RiverPopImapTestCase)')","[244, 610, 819921]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '[ivxl]+\\.', 'W')","[42160, 42640, 46480, 58000, 82480, 86320, 164391, 164871, 168711, 180231, 204711, 208551, 300363, 300843, 304683, 316203, 340683, 344523, 436869, 437349, 441189, 452709, 477189, 481029, 586865, 587345, 591185, 602705, 627185, 631025]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3.fdx')","[740470, 761670, 789743, 818549, 881617, 902772, 904283, 926547, 927257, 947281, 1004660]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', '[')","[63904, 117184, 132064, 186135, 239415, 254295, 322107, 375387, 390267, 458613, 511893, 526773, 608609, 661889, 676769]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', '1515825111620')",[837959]
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/settings.xml')","[400368, 400417, 402182, 402230, 407335, 407383, 412181, 412228, 413200, 413245, 536573, 536622, 538387, 538435, 543540, 543588, 548386, 548433, 549405, 549450, 686569, 686618, 688383, 688431, 693536, 693584, 698382, 698429, 699401, 699446]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/word/numbering.xml')","[399972, 400021, 402743, 402791, 408318, 408366, 411611, 411658, 412654, 412699, 536177, 536226, 538948, 538996, 544523, 544571, 547816, 547863, 548859, 548904, 686173, 686222, 688944, 688992, 694519, 694567, 697812, 697859, 698855, 698900]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\[\\d+\\]', 'D')","[26464, 113824, 138784, 148695, 236055, 261015, 284667, 372027, 396987, 421173, 508533, 533493, 571169, 658529, 683489]"
"('Joda.java', 'org.elasticsearch.common.joda.Joda$EpochTimeParser', 'parseInto', '^-?\\d{1,13}$', 'SID::25')","[964031, 964069, 964177, 964209]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_0.nvm')","[14455, 263496, 277744, 549948, 564246, 699944, 714321, 716710, 717455, 717810, 718165, 734859, 735660, 736470, 736534, 737120, 757783, 758271, 759177, 759630, 760536, 783041, 783599, 784052, 784505, 784958, 786219, 787634, 790487, 791883, 792158, 792593, 793223, 794013, 794288, 794723, 811907, 816000, 816229, 816619, 816974, 835986, 836404, 836857, 837310, 837763, 840808, 841163, 841518, 858339, 861118, 861473, 861828, 862183, 877267, 879625, 879900, 880690, 881045, 897478, 897833, 900191, 900546, 901176, 921426, 921781, 922136, 922491, 922908, 942447, 944805, 945160, 945462, 945870, 966219, 966574, 966929, 967284, 967559, 984284, 984639, 984994, 985349, 985704, 1001599, 1001954, 1002344, 1002699, 1003764]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/webSettings.xml')","[402275, 407684, 538480, 543889, 688476, 693885]"
"('PackagingURIHelper.java', 'org.apache.poi.openxml4j.opc.PackagingURIHelper', 'toURI', '\\w+://', '/word/_rels/settings.xml.rels')","[407526, 543731, 693727]"
"('PackagePartName.java', 'org.apache.poi.openxml4j.opc.PackagePartName', 'isRelationshipPartURI', '^.*/_rels/.*\\.rels$', '/docProps/_rels/core.xml.rels')","[410203, 410259, 410857, 410913, 546408, 546464, 547062, 547118, 696404, 696460, 697058, 697114]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'K')","[95488, 217719, 353691, 490197, 640193]"
"('SegmentInfo.java', 'org.apache.lucene.index.SegmentInfo', 'checkFileNames', '_[a-z0-9]+(_.*)?\\..*', '_3.fnm')","[740695, 761958, 790031, 818774, 881842, 903060, 904508, 927127, 927482, 947506, 1004885]"
"('PDFTextStripper.java', 'org.apache.pdfbox.util.PDFTextStripper', 'matchPattern', '\\.', 'H')","[30208, 31168, 32128, 32608, 33568, 34528, 35488, 36928, 37408, 38848, 49408, 50368, 57088, 59008, 59968, 61888, 63328, 65248, 71968, 72928, 75328, 76768, 77248, 78688, 79168, 87808, 92128, 94528, 95008, 98848, 101728, 104128, 105088, 110848, 115168, 119008, 119488, 120928, 122368, 132928, 133408, 140128, 140608, 152439, 153399, 154359, 154839, 155799, 156759, 157719, 159159, 159639, 161079, 171639, 172599, 179319, 181239, 182199, 184119, 185559, 187479, 194199, 195159, 197559, 198999, 199479, 200919, 201399, 210039, 214359, 216759, 217239, 221079, 223959, 226359, 227319, 233079, 237399, 241239, 241719, 243159, 244599, 255159, 255639, 262359, 262839, 288411, 289371, 290331, 290811, 291771, 292731, 293691, 295131, 295611, 297051, 307611, 308571, 315291, 317211, 318171, 320091, 321531, 323451, 330171, 331131, 333531, 334971, 335451, 336891, 337371, 346011, 350331, 352731, 353211, 357051, 359931, 362331, 363291, 369051, 373371, 377211, 377691, 379131, 380571, 391131, 391611, 398331, 398811, 424917, 425877, 426837, 427317, 428277, 429237, 430197, 431637, 432117, 433557, 444117, 445077, 451797, 453717, 454677, 456597, 458037, 459957, 466677, 467637, 470037, 471477, 471957, 473397, 473877, 482517, 486837, 489237, 489717, 493557, 496437, 498837, 499797, 505557, 509877, 513717, 514197, 515637, 517077, 527637, 528117, 534837, 535317, 574913, 575873, 576833, 577313, 578273, 579233, 580193, 581633, 582113, 583553, 594113, 595073, 601793, 603713, 604673, 606593, 608033, 609953, 616673, 617633, 620033, 621473, 621953, 623393, 623873, 632513, 636833, 639233, 639713, 643553, 646433, 648833, 649793, 655553, 659873, 663713, 664193, 665633, 667073, 677633, 678113, 684833, 685313]"
