"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.cc.lmsfc.common.test.RedisTest')","[284, 1649213]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleTaskJobDAOImpl.class\\E', 'ArticleElementDAO.class')","[275245, 633838, 923021, 1222116, 1560859]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'HttpClientUtil$1.class')","[40741, 369598, 698429, 1027260, 1356091]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SrpConnection$SrpResult.class')","[152969, 481826, 810657, 1139488, 1468319]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'FallbackExceptionTranslationStrategy.class')","[143789, 472646, 801477, 1130308, 1459139]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'CrudRepository.class')","[113441, 442298, 771129, 1099960, 1428791]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SrpConverters$11.class')","[153941, 482798, 811629, 1140460, 1469291]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Auditable.class')","[140927, 469784, 798615, 1127446, 1456277]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JpaQueryExecution$ProcedureExecution.class')","[92273, 421130, 749961, 1078792, 1407623]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'jaxb')","[102641, 431498, 760329, 1089160, 1417991]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AuditorAwareImpl.class')","[10024, 338881, 667712, 996543, 1325374]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'BasicPersistentEntity$AssociationComparator.class')","[104531, 433388, 762219, 1091050, 1419881]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JodaTimeConverters$DateToLocalDateTimeConverter.class')","[111983, 440840, 769671, 1098502, 1427333]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SnakeCaseFieldNamingStrategy.class')","[104963, 433820, 762651, 1091482, 1420313]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MappingAuditableBeanWrapperFactory.class')","[141683, 470540, 799371, 1128202, 1457033]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QRoleDAOImpl.class\\E', 'FilterDetailDAO.class')","[295895, 595016, 904023, 1203118, 1551773]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'MultiTransactionStatus$SavePoints.class')","[143303, 472160, 800991, 1129822, 1458653]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PropertyValueProvider.class')","[104315, 433172, 762003, 1090834, 1419665]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Distance.class')","[108311, 437168, 765999, 1094830, 1423661]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SetOperationsEditor.class')","[190283, 519140, 847971, 1176802, 1505633]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'EnableJpaAuditing.class')","[98051, 426908, 755739, 1084570, 1413401]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'task')","[29067, 357924, 686755, 1015586, 1344417]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'JedisConnection$5.class')","[167981, 496838, 825669, 1154500, 1483331]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisMessageListenerContainer$1.class')","[177701, 506558, 835389, 1164220, 1493051]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisMap.class')","[174083, 502940, 831771, 1160602, 1489433]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'EvaluationContextExtensionInformation$ExtensionTypeInformation$1.class')","[117761, 446618, 775449, 1104280, 1433111]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$4.class')","[181643, 510500, 839331, 1168162, 1496993]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultSetOperations$13.class')","[194279, 523136, 851967, 1180798, 1509629]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultHashOperations$10.class')","[185207, 514064, 842895, 1171726, 1500557]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultSetOperations$17.class')","[188231, 517088, 845919, 1174750, 1503581]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QFilterRuleDAOImpl.class\\E', 'BatchArticleTaskJobDAO.class')","[316545, 576018, 894937, 1293152, 1542687]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisServerCommands$ShutdownOption.class')","[150269, 479126, 807957, 1136788, 1465619]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ZSetOperations.class')","[198167, 527024, 855855, 1184686, 1513517]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'SortDefault$SortDefaults.class')","[109985, 438842, 767673, 1096504, 1425335]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AbstractRepositoryPopulatorFactoryBean.class')","[123431, 452288, 781119, 1109950, 1438781]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ArticleSpec$1.class')","[36377, 365234, 694065, 1022896, 1351727]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryConfigurationSourceSupport.class')","[126995, 455852, 784683, 1113514, 1442345]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Resource.class')","[21706, 350563, 679394, 1008225, 1337056]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCache$1.class')","[144869, 473726, 802557, 1131388, 1460219]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleDAOImpl.class\\E', 'UserDAO.class')","[321501, 541326, 959365, 1308020, 1626939]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisTemplate$27.class')","[183695, 512552, 841383, 1170214, 1499045]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QResourceDAOImpl.class\\E', 'ArticleCategoryDAO.class')","[224033, 612362, 911457, 1279936, 1569119]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ReflectionUtils$AnnotationFieldFilter.class')","[111173, 440030, 768861, 1097692, 1426523]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QArticleCategoryDAOImpl.class\\E', 'FilterDAO.class')","[269463, 568584, 946975, 1216334, 1614549]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'Persistent.class')","[138227, 467084, 795915, 1124746, 1453577]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ResourceReaderRepositoryPopulatorBeanDefinitionParser.class')","[125375, 454232, 783063, 1111894, 1440725]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisCollectionFactoryBean$CollectionType$2.class')","[175541, 504398, 833229, 1162060, 1490891]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'PageableAdapter.class')","[140495, 469352, 798183, 1127014, 1455845]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisServer$INFO.class')","[152213, 481070, 809901, 1138732, 1467563]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'article')","[32754, 361611, 690442, 1019273, 1348104]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\QUserDAOImpl.class\\E', 'ArtTaskJobRunLogDAO.class')","[213295, 601624, 930455, 1269198, 1617853]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'AnnotationDetectionMethodCallback.class')","[110633, 439490, 768321, 1097152, 1425983]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'LettuceConnection$2.class')","[159989, 488846, 817677, 1146508, 1475339]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'EntityManagerBeanDefinitionRegistrarPostProcessor.class')","[78665, 407522, 736353, 1065184, 1394015]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisZSet.class')","[172301, 501158, 829989, 1158820, 1487651]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ChangeSetBackedTransactionSynchronization.class')","[112793, 441650, 770481, 1099312, 1428143]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'StringQuery$InParameterBinding.class')","[92489, 421346, 750177, 1079008, 1407839]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultRedisMap$1.class')","[175055, 503912, 832743, 1161574, 1490405]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'DefaultZSetOperations$6.class')","[181103, 509960, 838791, 1167622, 1496453]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'spring-repository-1.0.xsd')","[126185, 455042, 783873, 1112704, 1441535]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RedisAtomicLong.class')","[175919, 504776, 833607, 1162438, 1491269]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'QAbstractPersistable.class')","[76613, 405470, 734301, 1063132, 1391963]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'RepositoryConfigurationSource.class')","[127643, 456500, 785331, 1114162, 1442993]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qdao\\E', 'dao')","[202498, 203324, 204150, 204976, 205802, 206628, 207454, 208280, 209106, 209932, 210758, 211584, 212410, 213236, 214062, 214888, 215714, 216540, 217366, 218192, 219018, 219844, 220670, 221496, 222322, 223148, 223974, 224800, 225626, 226452, 227278, 228104, 228930, 229756, 230582, 231408, 232234, 233060, 233886, 234712, 235538, 236364, 237190, 238016, 238842, 239668, 240494, 241320, 242146, 242972, 243798, 244624, 245450, 246276, 247102, 247928, 248754, 249580, 250406, 251232, 252058, 252884, 253710, 254536, 255362, 256188, 257014, 257840, 258666, 259492, 260318, 261144, 261970, 262796, 263622, 264448, 265274, 266100, 266926, 267752, 268578, 269404, 270230, 271056, 271882, 272708, 273534, 274360, 275186, 276012, 276838, 277664, 278490, 279316, 280142, 280968, 281794, 282620, 283446, 284272, 285098, 285924, 286750, 287576, 288402, 289228, 290054, 290880, 291706, 292532, 293358, 294184, 295010, 295836, 296662, 297488, 298314, 299140, 299966, 300792, 301618, 302444, 303270, 304096, 304922, 305748, 306574, 307400, 308226, 309052, 309878, 310704, 311530, 312356, 313182, 314008, 314834, 315660, 316486, 317312, 318138, 318964, 319790, 320616, 321442, 322268, 323094, 323920, 324746, 325572, 326398, 327224, 328050, 328876, 329702, 330528, 531355, 532181, 533007, 533833, 534659, 535485, 536311, 537137, 537963, 538789, 539615, 540441, 541267, 542093, 542919, 543745, 544571, 545397, 546223, 547049, 547875, 548701, 549527, 550353, 551179, 552005, 552831, 553657, 554483, 555309, 556135, 556961, 557787, 558613, 559439, 560265, 561091, 561917, 562743, 563569, 564395, 565221, 566047, 566873, 567699, 568525, 569351, 570177, 571003, 571829, 572655, 573481, 574307, 575133, 575959, 576785, 577611, 578437, 579263, 580089, 580915, 581741, 582567, 583393, 584219, 585045, 585871, 586697, 587523, 588349, 589175, 590001, 590827, 591653, 592479, 593305, 594131, 594957, 595783, 596609, 597435, 598261, 599087, 599913, 600739, 601565, 602391, 603217, 604043, 604869, 605695, 606521, 607347, 608173, 608999, 609825, 610651, 611477, 612303, 613129, 613955, 614781, 615607, 616433, 617259, 618085, 618911, 619737, 620563, 621389, 622215, 623041, 623867, 624693, 625519, 626345, 627171, 627997, 628823, 629649, 630475, 631301, 632127, 632953, 633779, 634605, 635431, 636257, 637083, 637909, 638735, 639561, 640387, 641213, 642039, 642865, 643691, 644517, 645343, 646169, 646995, 647821, 648647, 649473, 650299, 651125, 651951, 652777, 653603, 654429, 655255, 656081, 656907, 657733, 658559, 659385, 860186, 861012, 861838, 862664, 863490, 864316, 865142, 865968, 866794, 867620, 868446, 869272, 870098, 870924, 871750, 872576, 873402, 874228, 875054, 875880, 876706, 877532, 878358, 879184, 880010, 880836, 881662, 882488, 883314, 884140, 884966, 885792, 886618, 887444, 888270, 889096, 889922, 890748, 891574, 892400, 893226, 894052, 894878, 895704, 896530, 897356, 898182, 899008, 899834, 900660, 901486, 902312, 903138, 903964, 904790, 905616, 906442, 907268, 908094, 908920, 909746, 910572, 911398, 912224, 913050, 913876, 914702, 915528, 916354, 917180, 918006, 918832, 919658, 920484, 921310, 922136, 922962, 923788, 924614, 925440, 926266, 927092, 927918, 928744, 929570, 930396, 931222, 932048, 932874, 933700, 934526, 935352, 936178, 937004, 937830, 938656, 939482, 940308, 941134, 941960, 942786, 943612, 944438, 945264, 946090, 946916, 947742, 948568, 949394, 950220, 951046, 951872, 952698, 953524, 954350, 955176, 956002, 956828, 957654, 958480, 959306, 960132, 960958, 961784, 962610, 963436, 964262, 965088, 965914, 966740, 967566, 968392, 969218, 970044, 970870, 971696, 972522, 973348, 974174, 975000, 975826, 976652, 977478, 978304, 979130, 979956, 980782, 981608, 982434, 983260, 984086, 984912, 985738, 986564, 987390, 988216, 1189017, 1189843, 1190669, 1191495, 1192321, 1193147, 1193973, 1194799, 1195625, 1196451, 1197277, 1198103, 1198929, 1199755, 1200581, 1201407, 1202233, 1203059, 1203885, 1204711, 1205537, 1206363, 1207189, 1208015, 1208841, 1209667, 1210493, 1211319, 1212145, 1212971, 1213797, 1214623, 1215449, 1216275, 1217101, 1217927, 1218753, 1219579, 1220405, 1221231, 1222057, 1222883, 1223709, 1224535, 1225361, 1226187, 1227013, 1227839, 1228665, 1229491, 1230317, 1231143, 1231969, 1232795, 1233621, 1234447, 1235273, 1236099, 1236925, 1237751, 1238577, 1239403, 1240229, 1241055, 1241881, 1242707, 1243533, 1244359, 1245185, 1246011, 1246837, 1247663, 1248489, 1249315, 1250141, 1250967, 1251793, 1252619, 1253445, 1254271, 1255097, 1255923, 1256749, 1257575, 1258401, 1259227, 1260053, 1260879, 1261705, 1262531, 1263357, 1264183, 1265009, 1265835, 1266661, 1267487, 1268313, 1269139, 1269965, 1270791, 1271617, 1272443, 1273269, 1274095, 1274921, 1275747, 1276573, 1277399, 1278225, 1279051, 1279877, 1280703, 1281529, 1282355, 1283181, 1284007, 1284833, 1285659, 1286485, 1287311, 1288137, 1288963, 1289789, 1290615, 1291441, 1292267, 1293093, 1293919, 1294745, 1295571, 1296397, 1297223, 1298049, 1298875, 1299701, 1300527, 1301353, 1302179, 1303005, 1303831, 1304657, 1305483, 1306309, 1307135, 1307961, 1308787, 1309613, 1310439, 1311265, 1312091, 1312917, 1313743, 1314569, 1315395, 1316221, 1317047, 1517848, 1518674, 1519500, 1520326, 1521152, 1521978, 1522804, 1523630, 1524456, 1525282, 1526108, 1526934, 1527760, 1528586, 1529412, 1530238, 1531064, 1531890, 1532716, 1533542, 1534368, 1535194, 1536020, 1536846, 1537672, 1538498, 1539324, 1540150, 1540976, 1541802, 1542628, 1543454, 1544280, 1545106, 1545932, 1546758, 1547584, 1548410, 1549236, 1550062, 1550888, 1551714, 1552540, 1553366, 1554192, 1555018, 1555844, 1556670, 1557496, 1558322, 1559148, 1559974, 1560800, 1561626, 1562452, 1563278, 1564104, 1564930, 1565756, 1566582, 1567408, 1568234, 1569060, 1569886, 1570712, 1571538, 1572364, 1573190, 1574016, 1574842, 1575668, 1576494, 1577320, 1578146, 1578972, 1579798, 1580624, 1581450, 1582276, 1583102, 1583928, 1584754, 1585580, 1586406, 1587232, 1588058, 1588884, 1589710, 1590536, 1591362, 1592188, 1593014, 1593840, 1594666, 1595492, 1596318, 1597144, 1597970, 1598796, 1599622, 1600448, 1601274, 1602100, 1602926, 1603752, 1604578, 1605404, 1606230, 1607056, 1607882, 1608708, 1609534, 1610360, 1611186, 1612012, 1612838, 1613664, 1614490, 1615316, 1616142, 1616968, 1617794, 1618620, 1619446, 1620272, 1621098, 1621924, 1622750, 1623576, 1624402, 1625228, 1626054, 1626880, 1627706, 1628532, 1629358, 1630184, 1631010, 1631836, 1632662, 1633488, 1634314, 1635140, 1635966, 1636792, 1637618, 1638444, 1639270, 1640096, 1640922, 1641748, 1642574, 1643400, 1644226, 1645052, 1645878]"
